wl_position,days_before_travel,class_type,train_type,route_demand_score,season_index,day_of_week,confirmed
24,106,3A,Rajdhani,0.3783,0.3728,Mon,0
38,110,3A,Duronto,0.7226,0.3452,Sat,0
55,58,2A,Superfast,0.1515,0.7567,Tue,0
35,34,2A,Superfast,0.1793,0.7149,Thu,0
30,30,SL,Express,0.1303,0.3567,Mon,1
31,119,2A,Superfast,0.2691,0.138,Fri,0
49,78,3A,Superfast,0.1866,0.3636,Thu,0
5,10,2A,Rajdhani,0.7742,0.6451,Wed,1
60,8,2A,Superfast,0.587,0.0015,Tue,0
44,65,SL,Express,0.3714,0.8577,Tue,1
50,43,3A,Express,0.2053,0.9497,Tue,0
14,115,3A,Mail,0.8031,0.8774,Sun,1
53,93,1A,Duronto,0.8802,0.647,Wed,0
56,15,1A,Duronto,0.8529,0.457,Tue,0
11,119,SL,Duronto,0.9248,0.0782,Wed,0
9,47,3A,Express,0.8078,0.7226,Fri,0
34,52,3A,Superfast,0.6328,0.3964,Fri,0
12,64,2A,Duronto,0.4302,0.289,Wed,0
35,47,SL,Superfast,0.2904,0.3305,Tue,1
35,69,SL,Superfast,0.0063,0.0293,Fri,0
1,45,1A,Mail,0.8323,0.5456,Sat,0
40,120,1A,Duronto,0.4362,0.7623,Mon,1
22,120,2A,Express,0.8722,0.8212,Wed,1
60,74,1A,Express,0.3219,0.8253,Mon,0
29,32,SL,Mail,0.3381,0.0727,Sat,1
8,51,SL,Duronto,0.0212,0.9315,Mon,1
11,80,1A,Superfast,0.4854,0.8627,Thu,0
41,54,2A,Duronto,0.4887,0.1132,Tue,0
37,50,2A,Express,0.6549,0.0776,Tue,0
14,97,1A,Express,0.7497,0.8714,Fri,0
60,109,3A,Express,0.3473,0.936,Mon,0
30,39,3A,Superfast,0.9274,0.534,Wed,0
35,24,1A,Express,0.4564,0.4399,Sun,0
21,62,2A,Duronto,0.5738,0.7013,Thu,0
37,118,1A,Superfast,0.594,0.7016,Mon,0
5,21,1A,Duronto,0.8766,0.6861,Mon,1
19,89,SL,Rajdhani,0.693,0.8913,Sun,0
59,90,2A,Rajdhani,0.3536,0.5864,Fri,0
14,37,2A,Superfast,0.7061,0.2441,Mon,1
26,8,2A,Express,0.8928,0.7722,Sat,0
4,36,1A,Express,0.8221,0.6142,Tue,0
25,4,3A,Superfast,0.0474,0.6735,Wed,0
45,81,1A,Duronto,0.0661,0.5536,Sat,0
42,21,2A,Rajdhani,0.6791,0.5608,Tue,0
25,109,SL,Express,0.9813,0.4758,Mon,0
18,11,2A,Express,0.5994,0.3212,Sat,0
40,59,2A,Rajdhani,0.4356,0.2176,Mon,0
8,43,2A,Superfast,0.5818,0.181,Tue,1
39,21,1A,Superfast,0.4549,0.9481,Sat,0
40,5,3A,Superfast,0.2135,0.9516,Tue,1
14,99,SL,Express,0.2796,0.9245,Sun,1
32,26,SL,Duronto,0.299,0.9044,Sun,0
51,110,3A,Mail,0.5993,0.1016,Fri,0
38,54,3A,Superfast,0.8315,0.3982,Wed,0
33,14,3A,Mail,0.0513,0.9023,Tue,0
23,63,SL,Duronto,0.5227,0.2213,Mon,1
15,120,SL,Express,0.5304,0.9168,Sun,1
33,16,2A,Mail,0.961,0.9742,Tue,0
25,2,1A,Superfast,0.8179,0.9288,Sun,1
17,9,1A,Mail,0.3913,0.5033,Thu,0
33,62,1A,Rajdhani,0.6097,0.6166,Thu,1
47,62,SL,Duronto,0.6562,0.921,Sun,1
55,88,3A,Rajdhani,0.67,0.6826,Sat,0
2,61,SL,Duronto,0.9082,0.9504,Thu,1
14,84,SL,Duronto,0.5806,0.5599,Sat,1
53,117,SL,Express,0.2194,0.6273,Thu,0
40,103,SL,Duronto,0.643,0.395,Mon,0
40,8,1A,Duronto,0.2353,0.2463,Thu,0
51,23,2A,Superfast,0.1165,0.0174,Fri,0
39,31,3A,Rajdhani,0.6086,0.2612,Fri,0
51,2,SL,Mail,0.2815,0.3636,Sat,0
6,32,3A,Express,0.6285,0.6963,Fri,1
6,42,3A,Duronto,0.8205,0.4259,Thu,1
3,108,SL,Superfast,0.1461,0.1919,Sun,1
7,11,2A,Duronto,0.0591,0.2996,Tue,1
51,92,2A,Express,0.0846,0.3541,Thu,0
8,84,1A,Rajdhani,0.9678,0.2954,Mon,1
42,102,1A,Mail,0.0892,0.1008,Fri,0
52,97,2A,Superfast,0.9236,0.2938,Tue,0
15,96,SL,Express,0.9753,0.3578,Fri,1
47,31,1A,Express,0.0715,0.902,Tue,0
29,19,SL,Duronto,0.5369,0.0879,Sun,1
33,66,SL,Superfast,0.6983,0.011,Sat,1
52,67,SL,Mail,0.0371,0.7232,Sat,0
30,16,SL,Express,0.5175,0.3389,Mon,0
39,113,3A,Mail,0.4206,0.8631,Tue,1
27,80,3A,Rajdhani,0.5081,0.2613,Sat,0
36,18,SL,Duronto,0.548,0.3044,Fri,0
29,3,2A,Mail,0.7159,0.8871,Tue,0
38,92,3A,Express,0.1245,0.4692,Sat,0
57,16,SL,Express,0.9934,0.0039,Thu,0
33,63,SL,Express,0.2777,0.2605,Wed,0
37,21,1A,Express,0.9798,0.7363,Sat,0
27,65,1A,Superfast,0.6856,0.6814,Fri,0
55,41,1A,Duronto,0.6836,0.9725,Sun,0
33,75,3A,Superfast,0.9219,0.9556,Sun,0
4,44,3A,Superfast,0.8859,0.8079,Wed,1
22,10,1A,Duronto,0.2271,0.7758,Tue,1
2,52,1A,Express,0.6968,0.4296,Thu,1
10,103,SL,Rajdhani,0.5049,0.13,Tue,1
5,59,2A,Superfast,0.4924,0.9045,Wed,1
59,28,1A,Mail,0.0148,0.8263,Sun,0
10,19,SL,Superfast,0.5261,0.5729,Fri,1
33,4,3A,Duronto,0.0955,0.9558,Mon,0
54,24,1A,Superfast,0.2689,0.9316,Sat,0
38,33,3A,Mail,0.0107,0.6415,Wed,1
13,11,SL,Superfast,0.4009,0.3996,Thu,1
31,27,1A,Rajdhani,0.9253,0.7818,Fri,1
47,97,3A,Superfast,0.802,0.7397,Tue,0
36,5,SL,Mail,0.0575,0.7357,Sat,0
45,117,1A,Express,0.7128,0.3098,Sat,1
24,18,2A,Rajdhani,0.7277,0.5626,Wed,0
52,11,2A,Express,0.7785,0.2027,Fri,0
56,24,1A,Superfast,0.6574,0.9164,Tue,0
15,12,1A,Mail,0.0665,0.4697,Sat,1
29,80,SL,Duronto,0.6527,0.9618,Thu,0
8,75,3A,Rajdhani,0.215,0.9138,Mon,1
5,2,3A,Mail,0.5934,0.8393,Sun,0
29,23,1A,Duronto,0.6786,0.5828,Tue,0
47,7,2A,Rajdhani,0.1062,0.692,Mon,0
4,111,3A,Rajdhani,0.4668,0.6142,Fri,1
12,99,1A,Superfast,0.2331,0.0788,Tue,0
45,119,3A,Duronto,0.8074,0.6045,Sun,0
2,89,SL,Rajdhani,0.9313,0.1723,Tue,1
27,44,1A,Rajdhani,0.5161,0.6652,Wed,0
31,71,2A,Superfast,0.5549,0.7399,Fri,1
51,95,2A,Superfast,0.0791,0.6144,Sun,0
51,95,SL,Express,0.3893,0.9821,Sat,0
36,0,SL,Express,0.1448,0.2432,Mon,0
36,2,2A,Express,0.7045,0.667,Thu,0
26,64,2A,Express,0.9591,0.3676,Sat,0
43,14,SL,Duronto,0.8069,0.2812,Thu,0
27,49,2A,Duronto,0.3881,0.4139,Mon,0
5,19,2A,Mail,0.6636,0.9959,Fri,1
20,2,3A,Mail,0.9975,0.6702,Sat,0
11,60,2A,Express,0.0408,0.6532,Sat,1
10,14,SL,Express,0.2781,0.4356,Sun,1
40,58,3A,Duronto,0.0791,0.3855,Fri,1
38,53,3A,Express,0.638,0.4647,Mon,0
6,59,2A,Express,0.8421,0.6752,Thu,1
8,36,3A,Duronto,0.3636,0.2818,Mon,1
23,20,1A,Rajdhani,0.394,0.3146,Sat,1
47,105,SL,Duronto,0.2941,0.843,Mon,0
26,102,SL,Express,0.5634,0.785,Sun,0
46,22,2A,Duronto,0.1265,0.8153,Sat,0
43,120,2A,Mail,0.1882,0.8121,Tue,1
12,103,SL,Rajdhani,0.0812,0.3905,Wed,1
26,98,SL,Rajdhani,0.1434,0.5054,Tue,1
13,17,2A,Rajdhani,0.8437,0.025,Mon,1
40,16,SL,Duronto,0.1801,0.5788,Sun,0
18,30,2A,Mail,0.4832,0.1634,Fri,0
25,63,3A,Superfast,0.6992,0.3636,Wed,1
33,47,1A,Mail,0.1886,0.8679,Sat,0
47,25,1A,Mail,0.4492,0.3644,Tue,0
40,21,1A,Express,0.2142,0.4821,Sat,0
60,44,3A,Mail,0.9148,0.319,Sun,0
43,35,2A,Duronto,0.0368,0.8168,Tue,1
12,63,2A,Rajdhani,0.5869,0.2503,Wed,0
44,34,2A,Mail,0.8812,0.0051,Fri,0
36,74,SL,Mail,0.7861,0.1602,Tue,0
48,90,1A,Superfast,0.2334,0.9401,Sat,0
4,97,2A,Superfast,0.5374,0.255,Wed,1
5,81,2A,Express,0.0621,0.1944,Sat,0
56,26,3A,Superfast,0.279,0.4588,Fri,0
37,67,2A,Express,0.3849,0.2457,Thu,0
8,16,1A,Duronto,0.0749,0.3928,Tue,1
42,69,2A,Rajdhani,0.1673,0.1782,Fri,0
49,105,3A,Superfast,0.8433,0.8771,Mon,1
28,10,1A,Duronto,0.4676,0.1668,Sat,0
31,4,SL,Rajdhani,0.9423,0.1499,Wed,1
58,57,2A,Duronto,0.1564,0.7852,Thu,0
9,120,2A,Duronto,0.6704,0.6736,Sun,1
54,81,2A,Duronto,0.7641,0.4514,Wed,0
51,56,2A,Duronto,0.7759,0.4196,Thu,0
29,88,3A,Superfast,0.7607,0.1853,Tue,0
14,73,3A,Mail,0.1677,0.8298,Tue,1
40,104,1A,Duronto,0.4467,0.6946,Fri,1
41,79,3A,Rajdhani,0.8915,0.6028,Sat,0
22,73,2A,Superfast,0.5703,0.1932,Sat,0
11,73,1A,Superfast,0.3736,0.7744,Tue,0
23,99,SL,Duronto,0.0142,0.425,Tue,1
1,84,1A,Duronto,0.6078,0.7588,Thu,0
46,119,2A,Rajdhani,0.8946,0.8995,Thu,0
37,13,2A,Mail,0.2038,0.4998,Sat,0
21,71,SL,Superfast,0.995,0.7497,Tue,1
26,0,2A,Duronto,0.2105,0.2657,Wed,0
46,15,1A,Express,0.5704,0.358,Wed,0
36,25,3A,Express,0.4803,0.8045,Sat,0
54,48,3A,Duronto,0.7705,0.0315,Tue,0
23,41,1A,Express,0.4894,0.7725,Fri,1
57,69,1A,Rajdhani,0.3364,0.3404,Thu,0
1,102,1A,Mail,0.9594,0.9866,Tue,1
54,113,SL,Express,0.5684,0.9327,Tue,0
55,65,3A,Rajdhani,0.0441,0.5354,Sat,0
51,52,SL,Express,0.4429,0.0847,Mon,0
40,8,SL,Rajdhani,0.5016,0.711,Wed,0
15,68,2A,Rajdhani,0.0338,0.0949,Sat,1
21,39,3A,Duronto,0.6829,0.1103,Mon,1
47,55,SL,Superfast,0.4832,0.344,Sat,0
9,4,1A,Rajdhani,0.1136,0.7557,Mon,1
53,55,1A,Express,0.3356,0.25,Sun,0
9,110,1A,Duronto,0.5007,0.9196,Mon,0
10,71,2A,Superfast,0.8724,0.4248,Fri,1
52,4,SL,Mail,0.4613,0.7474,Sat,0
57,68,3A,Rajdhani,0.9038,0.1908,Sat,0
53,51,3A,Rajdhani,0.7567,0.3279,Wed,0
26,80,2A,Superfast,0.6457,0.4164,Mon,0
41,72,1A,Duronto,0.6224,0.2115,Tue,0
35,97,1A,Mail,0.7294,0.9102,Fri,1
52,32,SL,Superfast,0.4434,0.8901,Sun,1
25,21,3A,Mail,0.4224,0.4043,Sat,1
26,84,3A,Superfast,0.2188,0.9643,Sun,0
11,106,1A,Duronto,0.5581,0.1067,Mon,1
38,14,1A,Express,0.6943,0.004,Tue,0
2,64,3A,Superfast,0.2656,0.7999,Wed,1
7,70,3A,Express,0.2313,0.2153,Thu,1
18,22,3A,Superfast,0.1862,0.7633,Fri,1
27,114,SL,Rajdhani,0.0602,0.7285,Sat,1
34,119,SL,Duronto,0.9158,0.9199,Tue,0
27,110,1A,Rajdhani,0.9091,0.2365,Wed,0
17,5,2A,Mail,0.1526,0.9577,Thu,0
43,83,1A,Express,0.8164,0.0893,Fri,1
59,57,3A,Mail,0.3969,0.8375,Wed,0
44,25,2A,Express,0.5754,0.3992,Tue,1
59,105,SL,Express,0.5407,0.0325,Sun,0
51,11,1A,Duronto,0.6964,0.3799,Mon,0
54,76,SL,Mail,0.6065,0.8506,Sun,1
24,110,2A,Rajdhani,0.2595,0.5824,Sun,0
25,114,SL,Rajdhani,0.3797,0.0032,Mon,1
7,112,3A,Express,0.3634,0.6313,Sat,1
52,76,3A,Express,0.9309,0.0983,Sun,0
6,1,SL,Express,0.0445,0.4429,Fri,0
53,31,1A,Mail,0.7823,0.1522,Thu,0
24,49,3A,Mail,0.4462,0.655,Fri,1
33,94,2A,Superfast,0.7342,0.9488,Wed,0
49,60,1A,Rajdhani,0.3062,0.0233,Sat,0
29,10,SL,Express,0.099,0.0726,Tue,0
43,100,2A,Mail,0.8047,0.7753,Sat,0
22,67,SL,Superfast,0.1041,0.0994,Sat,0
26,33,1A,Express,0.814,0.9053,Fri,1
28,79,3A,Rajdhani,0.5351,0.8601,Mon,1
50,94,3A,Mail,0.6799,0.9991,Thu,0
21,88,3A,Express,0.266,0.215,Thu,1
49,102,3A,Duronto,0.6789,0.7658,Sun,0
7,7,2A,Duronto,0.8925,0.6669,Sun,1
17,7,2A,Rajdhani,0.1804,0.4276,Thu,1
20,97,1A,Superfast,0.8199,0.3806,Fri,1
41,14,1A,Superfast,0.5786,0.7501,Fri,0
49,4,1A,Duronto,0.2137,0.363,Fri,0
20,18,SL,Rajdhani,0.8358,0.031,Fri,1
54,73,3A,Duronto,0.2247,0.5619,Sat,0
22,8,3A,Express,0.8804,0.8821,Fri,0
28,56,1A,Mail,0.3576,0.0411,Mon,0
40,53,1A,Superfast,0.7002,0.247,Sun,1
49,28,2A,Mail,0.73,0.1272,Thu,0
7,115,3A,Rajdhani,0.4963,0.2256,Sat,1
1,103,3A,Rajdhani,0.8376,0.0953,Sat,1
32,100,3A,Duronto,0.3698,0.8674,Wed,0
13,18,2A,Rajdhani,0.8528,0.1956,Tue,1
30,76,1A,Mail,0.5698,0.2198,Wed,0
23,45,2A,Superfast,0.0419,0.5711,Sun,0
51,103,1A,Duronto,0.4509,0.7005,Tue,0
59,79,1A,Rajdhani,0.818,0.8136,Sun,0
56,61,1A,Express,0.2644,0.8461,Sat,0
19,93,1A,Rajdhani,0.7127,0.1089,Sat,0
32,59,3A,Superfast,0.4511,0.2318,Mon,1
30,117,2A,Duronto,0.3104,0.1103,Sun,0
29,4,3A,Superfast,0.8894,0.8182,Mon,0
49,32,SL,Mail,0.4799,0.4838,Tue,0
45,82,3A,Mail,0.7545,0.7075,Sun,0
29,54,1A,Rajdhani,0.4636,0.5282,Mon,0
30,18,1A,Express,0.305,0.1944,Sun,1
16,16,1A,Express,0.9202,0.1816,Tue,1
40,87,3A,Duronto,0.1353,0.0823,Fri,0
19,118,1A,Rajdhani,0.5806,0.5146,Sat,1
18,116,SL,Superfast,0.1968,0.0884,Mon,0
1,91,3A,Rajdhani,0.1154,0.3512,Fri,1
14,41,3A,Express,0.0955,0.5667,Mon,1
51,100,SL,Superfast,0.7673,0.8069,Tue,0
47,21,3A,Superfast,0.2616,0.9409,Wed,0
50,38,1A,Express,0.5691,0.241,Sun,0
2,79,1A,Duronto,0.4927,0.3536,Sun,1
54,98,SL,Rajdhani,0.8684,0.2795,Sun,0
28,26,SL,Express,0.7658,0.0656,Thu,0
49,75,3A,Rajdhani,0.6949,0.5779,Wed,0
50,45,3A,Rajdhani,0.9018,0.7654,Thu,0
30,27,3A,Duronto,0.5855,0.8827,Sat,1
38,51,1A,Superfast,0.8126,0.4833,Tue,0
51,64,SL,Express,0.8537,0.2054,Wed,0
4,38,1A,Superfast,0.8032,0.8264,Mon,1
1,17,SL,Mail,0.3774,0.713,Sat,1
8,86,2A,Express,0.8055,0.7613,Sun,1
29,21,SL,Rajdhani,0.5239,0.1045,Sat,1
55,67,2A,Express,0.3425,0.4701,Mon,0
39,111,SL,Superfast,0.2039,0.0121,Sat,0
3,10,1A,Mail,0.6928,0.9359,Thu,1
32,81,3A,Duronto,0.3045,0.4854,Sat,1
10,63,3A,Express,0.2639,0.1234,Sun,1
10,118,3A,Duronto,0.5917,0.6058,Mon,1
19,111,2A,Mail,0.2566,0.8104,Wed,0
46,70,3A,Superfast,0.3188,0.1949,Sat,1
34,84,1A,Mail,0.7031,0.6872,Wed,0
60,56,1A,Express,0.6728,0.1187,Wed,0
33,34,SL,Rajdhani,0.9295,0.6565,Sun,0
23,120,3A,Superfast,0.799,0.7006,Wed,1
55,36,1A,Express,0.3417,0.6027,Sat,0
28,49,3A,Superfast,0.4641,0.9269,Tue,0
32,120,SL,Superfast,0.5673,0.4554,Sun,1
50,29,2A,Express,0.3982,0.4856,Sat,0
7,16,1A,Rajdhani,0.9849,0.1399,Fri,1
29,32,1A,Rajdhani,0.0337,0.4089,Thu,1
8,15,3A,Express,0.6458,0.7666,Tue,1
1,14,2A,Superfast,0.6156,0.0154,Wed,1
57,12,1A,Superfast,0.9325,0.2564,Thu,0
55,102,2A,Express,0.9015,0.3461,Wed,0
3,2,3A,Express,0.9187,0.9974,Sat,1
24,23,SL,Mail,0.9893,0.9901,Fri,1
23,22,1A,Rajdhani,0.3273,0.5135,Fri,1
59,58,2A,Superfast,0.4895,0.6766,Tue,0
8,108,SL,Superfast,0.1872,0.3966,Thu,1
54,111,2A,Superfast,0.8145,0.0176,Fri,0
57,54,3A,Superfast,0.5733,0.3633,Tue,0
47,64,SL,Express,0.6892,0.0928,Wed,0
37,31,1A,Rajdhani,0.0616,0.1222,Sat,0
3,96,1A,Mail,0.0588,0.1937,Fri,1
51,59,SL,Express,0.0749,0.9333,Fri,0
33,111,2A,Superfast,0.7142,0.6943,Thu,0
28,29,SL,Rajdhani,0.3681,0.7438,Mon,1
47,65,3A,Rajdhani,0.7473,0.1973,Mon,0
8,17,1A,Duronto,0.518,0.7811,Tue,1
34,58,SL,Express,0.1918,0.4902,Sat,0
35,52,1A,Rajdhani,0.1145,0.8619,Tue,0
32,63,SL,Express,0.9273,0.3609,Thu,0
24,120,2A,Rajdhani,0.658,0.1934,Sat,1
14,118,1A,Rajdhani,0.6048,0.9713,Sun,1
32,29,SL,Mail,0.6128,0.7839,Sun,0
56,17,SL,Duronto,0.3603,0.9828,Sat,0
46,4,3A,Express,0.1023,0.8869,Wed,0
43,68,1A,Superfast,0.8782,0.6947,Tue,0
16,7,SL,Mail,0.9229,0.3842,Mon,0
4,8,3A,Superfast,0.4674,0.6177,Thu,1
52,31,SL,Mail,0.4248,0.5928,Fri,0
37,119,1A,Rajdhani,0.2205,0.1143,Sun,0
54,13,SL,Duronto,0.0084,0.5389,Tue,0
21,12,1A,Express,0.7012,0.718,Tue,1
14,17,1A,Rajdhani,0.5004,0.0601,Tue,1
31,67,3A,Superfast,0.9502,0.7836,Sat,1
55,113,SL,Duronto,0.0442,0.15,Tue,0
48,21,1A,Superfast,0.337,0.5911,Sun,0
18,19,SL,Express,0.9851,0.0122,Tue,1
7,14,2A,Superfast,0.621,0.5437,Mon,1
10,6,2A,Duronto,0.3516,0.0511,Sun,1
7,76,SL,Express,0.1986,0.0178,Thu,1
33,97,3A,Rajdhani,0.0653,0.5787,Fri,1
23,104,2A,Rajdhani,0.9229,0.2138,Mon,0
21,29,1A,Duronto,0.4013,0.5697,Mon,0
19,4,SL,Duronto,0.945,0.6684,Thu,1
48,0,1A,Duronto,0.3514,0.5001,Sun,0
19,59,1A,Superfast,0.9429,0.1028,Thu,0
36,30,2A,Rajdhani,0.8097,0.7523,Mon,0
29,114,1A,Rajdhani,0.3271,0.3838,Tue,0
60,19,SL,Rajdhani,0.4254,0.7259,Sat,0
18,82,3A,Express,0.9433,0.6278,Fri,1
2,63,2A,Mail,0.7442,0.322,Sat,1
1,117,2A,Duronto,0.805,0.9497,Sun,1
47,63,SL,Express,0.6272,0.6134,Sun,0
5,28,3A,Mail,0.0604,0.1953,Mon,1
20,108,3A,Duronto,0.8598,0.234,Thu,1
11,101,1A,Mail,0.7779,0.2552,Sat,0
42,9,3A,Rajdhani,0.5715,0.8268,Fri,1
2,28,SL,Mail,0.6951,0.6845,Sun,1
3,30,3A,Duronto,0.2314,0.0991,Wed,1
23,74,3A,Express,0.9259,0.4763,Sun,0
55,86,1A,Duronto,0.2141,0.6834,Tue,0
12,29,1A,Mail,0.6731,0.5158,Sun,0
20,24,SL,Mail,0.4752,0.179,Thu,1
5,79,3A,Duronto,0.5511,0.1432,Fri,1
37,57,3A,Rajdhani,0.2056,0.9802,Thu,1
38,56,2A,Duronto,0.1809,0.2307,Sat,1
30,86,3A,Duronto,0.3285,0.0412,Sun,0
9,62,2A,Mail,0.0296,0.4279,Thu,1
34,96,1A,Superfast,0.1212,0.8493,Mon,0
53,114,1A,Mail,0.3641,0.6672,Thu,0
44,36,1A,Mail,0.6078,0.2262,Sun,0
35,57,2A,Mail,0.3519,0.4093,Fri,1
52,27,2A,Mail,0.0732,0.5937,Fri,0
58,26,2A,Rajdhani,0.8007,0.6174,Fri,0
22,69,3A,Express,0.1581,0.6663,Mon,0
44,101,1A,Duronto,0.0559,0.6946,Thu,0
24,36,2A,Duronto,0.3521,0.0689,Sun,1
17,5,1A,Superfast,0.464,0.1205,Tue,1
10,88,2A,Rajdhani,0.8923,0.19,Thu,1
30,76,2A,Superfast,0.248,0.2612,Mon,0
56,61,1A,Duronto,0.5869,0.3587,Mon,0
59,96,3A,Superfast,0.2758,0.7388,Mon,0
46,32,SL,Mail,0.1206,0.6779,Sun,0
23,88,2A,Mail,0.6375,0.9682,Wed,1
32,77,1A,Duronto,0.7492,0.5432,Thu,0
17,39,1A,Superfast,0.5438,0.3262,Fri,1
50,40,2A,Mail,0.3366,0.6577,Mon,0
51,118,1A,Rajdhani,0.9878,0.5305,Tue,0
17,41,SL,Rajdhani,0.0334,0.3492,Sun,1
14,101,3A,Duronto,0.5526,0.1351,Mon,1
9,8,2A,Express,0.6688,0.136,Sun,1
40,17,1A,Express,0.4234,0.3262,Sun,0
2,14,1A,Superfast,0.1334,0.4103,Fri,1
45,3,1A,Duronto,0.1784,0.9178,Fri,0
25,33,3A,Duronto,0.9457,0.419,Sat,1
39,61,1A,Mail,0.9049,0.43,Sat,0
9,37,2A,Mail,0.1751,0.5547,Sun,1
54,80,3A,Rajdhani,0.0585,0.4466,Mon,0
22,70,3A,Rajdhani,0.1726,0.4011,Wed,1
43,95,2A,Duronto,0.8782,0.8247,Sat,0
46,118,1A,Mail,0.1002,0.6177,Wed,0
4,22,2A,Mail,0.1622,0.6186,Mon,0
26,19,3A,Duronto,0.7068,0.3721,Wed,0
58,110,1A,Rajdhani,0.8184,0.405,Mon,0
29,55,2A,Mail,0.545,0.5758,Sat,0
45,52,SL,Express,0.1956,0.0294,Sat,0
34,1,3A,Superfast,0.8075,0.5566,Mon,1
23,20,1A,Rajdhani,0.3725,0.0025,Thu,0
37,75,SL,Express,0.6741,0.9736,Mon,0
11,41,2A,Duronto,0.2475,0.7707,Thu,0
6,56,1A,Duronto,0.554,0.4396,Mon,1
18,48,1A,Superfast,0.3366,0.416,Sun,0
21,90,SL,Mail,0.2336,0.7899,Sat,1
42,113,SL,Express,0.7292,0.7663,Tue,1
36,111,3A,Mail,0.8673,0.3484,Mon,0
41,9,SL,Express,0.8745,0.6054,Sun,0
38,71,1A,Duronto,0.4407,0.9049,Mon,1
34,60,1A,Duronto,0.9086,0.9489,Sat,1
17,20,2A,Mail,0.5199,0.9199,Sat,0
37,59,3A,Mail,0.3535,0.0838,Fri,0
25,120,2A,Express,0.759,0.6474,Mon,0
38,85,1A,Superfast,0.276,0.2367,Sat,0
58,12,2A,Duronto,0.4063,0.5775,Mon,0
12,47,SL,Express,0.7975,0.0345,Mon,1
23,39,2A,Rajdhani,0.4912,0.8669,Mon,0
53,62,1A,Mail,0.1285,0.7823,Sun,0
42,75,SL,Duronto,0.954,0.2716,Thu,0
22,80,1A,Superfast,0.0123,0.5899,Fri,0
21,111,3A,Superfast,0.2453,0.9691,Thu,0
27,8,3A,Rajdhani,0.8065,0.9544,Thu,0
57,56,SL,Mail,0.8457,0.7096,Tue,0
31,50,3A,Mail,0.6766,0.24,Tue,0
6,112,3A,Express,0.613,0.6069,Thu,1
27,119,3A,Rajdhani,0.8328,0.4788,Mon,0
40,39,3A,Superfast,0.7453,0.6573,Fri,0
34,75,1A,Superfast,0.9803,0.8901,Fri,0
12,72,SL,Rajdhani,0.4606,0.7214,Mon,1
45,63,SL,Rajdhani,0.2706,0.0132,Tue,0
57,93,1A,Superfast,0.0044,0.4141,Sat,0
53,69,2A,Rajdhani,0.3299,0.0897,Tue,0
7,63,2A,Rajdhani,0.8262,0.0603,Sat,1
10,24,3A,Mail,0.0336,0.1892,Wed,1
45,27,SL,Rajdhani,0.6907,0.8852,Sun,1
17,9,SL,Superfast,0.0448,0.8153,Mon,0
26,104,SL,Duronto,0.4759,0.548,Wed,0
21,27,2A,Superfast,0.4224,0.8364,Sat,1
28,92,3A,Mail,0.9365,0.9003,Sun,0
58,35,SL,Rajdhani,0.3197,0.0863,Fri,0
46,10,2A,Superfast,0.5351,0.9041,Sun,0
2,20,1A,Express,0.6203,0.0222,Sat,1
60,117,SL,Duronto,0.2899,0.8417,Wed,0
54,101,1A,Superfast,0.2479,0.5762,Wed,0
43,25,SL,Rajdhani,0.2863,0.0247,Mon,0
1,17,2A,Mail,0.1285,0.3625,Sun,1
51,67,2A,Duronto,0.1158,0.102,Fri,0
53,107,SL,Express,0.592,0.5195,Thu,0
36,40,3A,Express,0.1006,0.4079,Sat,0
51,14,3A,Rajdhani,0.1933,0.1848,Mon,0
26,22,2A,Express,0.1705,0.805,Tue,1
29,40,1A,Duronto,0.1385,0.5642,Sun,1
21,5,1A,Express,0.1413,0.7685,Fri,1
11,106,SL,Rajdhani,0.7977,0.3648,Sun,1
40,70,1A,Express,0.2419,0.4924,Mon,0
11,120,1A,Mail,0.2192,0.2443,Sat,0
36,109,1A,Duronto,0.1289,0.0056,Mon,0
49,59,2A,Rajdhani,0.7006,0.9496,Sat,0
59,111,SL,Rajdhani,0.1416,0.8814,Tue,0
39,78,SL,Mail,0.0558,0.0784,Wed,1
40,51,SL,Rajdhani,0.9972,0.1948,Sat,0
35,8,2A,Superfast,0.5686,0.7166,Fri,0
54,114,2A,Rajdhani,0.6986,0.2692,Wed,0
34,29,2A,Express,0.879,0.6782,Mon,0
55,43,2A,Rajdhani,0.0025,0.2775,Sun,0
47,61,3A,Duronto,0.804,0.2354,Sun,0
24,42,1A,Rajdhani,0.6902,0.1295,Tue,0
54,27,SL,Duronto,0.3328,0.1584,Sun,1
22,93,2A,Mail,0.0564,0.8577,Mon,1
5,7,SL,Superfast,0.5531,0.9096,Mon,1
56,98,3A,Express,0.3071,0.6833,Tue,1
33,50,2A,Superfast,0.0374,0.7385,Sun,0
58,98,3A,Superfast,0.9338,0.9284,Sun,1
36,120,2A,Mail,0.0472,0.5722,Fri,0
47,89,SL,Rajdhani,0.4986,0.1018,Wed,0
20,29,1A,Superfast,0.7165,0.9914,Thu,1
19,98,3A,Express,0.521,0.6669,Sat,1
35,101,1A,Duronto,0.9837,0.923,Mon,0
52,10,3A,Mail,0.6046,0.1891,Fri,1
43,19,2A,Mail,0.5847,0.9635,Mon,0
17,109,1A,Superfast,0.6306,0.9284,Mon,1
59,30,SL,Rajdhani,0.9734,0.0698,Mon,0
45,33,SL,Superfast,0.3259,0.0568,Tue,0
